epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,200.961,0.78444,0.49483,0.90235,0.98582,0.96643,0.99123,0.77846,0.81405,0.49022,0.93071,0.0017492,0.0017492,0.0017492
40,202.336,0.71017,0.50582,0.88335,0.98721,0.97498,0.99062,0.78216,0.80829,0.50906,0.92088,0.0017426,0.0017426,0.0017426
41,203.7,0.78112,0.52523,0.88341,0.98504,0.9764,0.99072,0.76546,0.85659,0.53523,0.9298,0.001736,0.001736,0.001736
42,205.073,0.77841,0.51952,0.89362,0.98499,0.97317,0.99029,0.77793,0.83042,0.53308,0.92166,0.0017294,0.0017294,0.0017294
43,206.432,0.74591,0.50433,0.89993,0.97982,0.9759,0.99102,0.77424,0.84064,0.50098,0.9292,0.0017228,0.0017228,0.0017228
44,207.816,0.74465,0.48806,0.88872,0.97129,0.98703,0.9914,0.77729,0.82937,0.4864,0.93152,0.0017162,0.0017162,0.0017162
45,209.172,0.75976,0.47945,0.89506,0.97969,0.98888,0.99063,0.77786,0.82263,0.48112,0.9254,0.0017096,0.0017096,0.0017096
46,210.579,0.72745,0.50228,0.88337,0.98145,0.98063,0.99078,0.78219,0.81859,0.48891,0.91871,0.001703,0.001703,0.001703
47,212.028,0.73669,0.48687,0.88157,0.98597,0.97663,0.99067,0.78598,0.80152,0.48807,0.91312,0.0016964,0.0016964,0.0016964
48,213.502,0.72201,0.47913,0.89345,0.97529,0.9876,0.99157,0.78108,0.83748,0.49207,0.93171,0.0016898,0.0016898,0.0016898
49,214.935,0.71091,0.47704,0.87659,0.97607,0.98703,0.99119,0.78752,0.82267,0.50121,0.92926,0.0016832,0.0016832,0.0016832
50,216.356,0.71966,0.50263,0.87977,0.97451,0.98703,0.9909,0.79122,0.80252,0.49332,0.92739,0.0016766,0.0016766,0.0016766
51,217.782,0.74606,0.48289,0.88982,0.97825,0.9861,0.99057,0.78994,0.80914,0.48453,0.92868,0.00167,0.00167,0.00167
52,219.148,0.731,0.48809,0.89206,0.9761,0.98054,0.99112,0.78243,0.82797,0.485,0.9262,0.0016634,0.0016634,0.0016634
53,220.481,0.76685,0.48116,0.88605,0.97253,0.98452,0.99182,0.78386,0.81742,0.47938,0.9222,0.0016568,0.0016568,0.0016568
54,221.84,0.73261,0.48164,0.89008,0.97974,0.98593,0.99236,0.78992,0.80397,0.46049,0.92142,0.0016502,0.0016502,0.0016502
55,223.172,0.71847,0.48911,0.87525,0.97664,0.98517,0.99112,0.79041,0.80846,0.45877,0.92373,0.0016436,0.0016436,0.0016436
56,224.582,0.71551,0.46668,0.88149,0.98145,0.98084,0.99024,0.79069,0.80052,0.47064,0.91336,0.001637,0.001637,0.001637
57,225.925,0.70212,0.45161,0.88908,0.97592,0.98795,0.99153,0.79162,0.79288,0.47196,0.90853,0.0016304,0.0016304,0.0016304
58,227.328,0.71872,0.46087,0.8719,0.98401,0.98239,0.99238,0.78578,0.80248,0.47193,0.90827,0.0016238,0.0016238,0.0016238
59,228.712,0.70276,0.44877,0.85942,0.98474,0.97961,0.99273,0.78615,0.80235,0.47183,0.90985,0.0016172,0.0016172,0.0016172
60,230.13,0.66845,0.4535,0.86924,0.97971,0.98468,0.99202,0.77854,0.82962,0.45073,0.9233,0.0016106,0.0016106,0.0016106
61,231.469,0.69143,0.43529,0.87989,0.9797,0.98409,0.99212,0.78979,0.80049,0.4399,0.91999,0.001604,0.001604,0.001604
62,232.881,0.6803,0.43799,0.88287,0.9824,0.98301,0.99236,0.79044,0.80503,0.44842,0.92504,0.0015974,0.0015974,0.0015974
63,234.195,0.68137,0.44076,0.87235,0.98112,0.97961,0.9925,0.78348,0.82805,0.46447,0.92703,0.0015908,0.0015908,0.0015908
64,235.579,0.70172,0.45868,0.87607,0.98717,0.97868,0.99162,0.78369,0.80304,0.46919,0.91522,0.0015842,0.0015842,0.0015842
65,236.97,0.6826,0.44262,0.86247,0.98298,0.98332,0.99144,0.77921,0.81307,0.46405,0.91703,0.0015776,0.0015776,0.0015776
66,238.337,0.71809,0.4526,0.87329,0.98249,0.98332,0.99183,0.7871,0.79948,0.44153,0.91441,0.001571,0.001571,0.001571
67,239.709,0.7117,0.47663,0.87686,0.98242,0.9838,0.99222,0.79171,0.79476,0.42808,0.91564,0.0015644,0.0015644,0.0015644
68,241.1,0.72281,0.43924,0.87875,0.97787,0.9829,0.99209,0.78552,0.81635,0.44831,0.92413,0.0015578,0.0015578,0.0015578
69,242.425,0.70401,0.46205,0.88763,0.97616,0.98054,0.99061,0.78593,0.80456,0.45117,0.91795,0.0015512,0.0015512,0.0015512
70,243.768,0.70797,0.45332,0.8774,0.98138,0.97716,0.99184,0.78727,0.80355,0.45251,0.91862,0.0015446,0.0015446,0.0015446
71,245.185,0.7193,0.45254,0.87871,0.98324,0.97888,0.99174,0.78819,0.80634,0.44628,0.92032,0.001538,0.001538,0.001538
72,246.577,0.67593,0.43728,0.87121,0.98056,0.9818,0.99168,0.77761,0.81869,0.44127,0.91882,0.0015314,0.0015314,0.0015314
73,247.959,0.69677,0.45761,0.88492,0.98145,0.98092,0.99271,0.7819,0.81616,0.44189,0.9213,0.0015248,0.0015248,0.0015248
74,249.345,0.73795,0.4857,0.88742,0.97965,0.98159,0.99286,0.7922,0.80609,0.43865,0.92017,0.0015182,0.0015182,0.0015182
75,250.72,0.71975,0.4619,0.88947,0.97448,0.98703,0.99285,0.79147,0.80759,0.43565,0.92161,0.0015116,0.0015116,0.0015116
76,252.124,0.73216,0.4459,0.88411,0.97793,0.98703,0.99284,0.78441,0.82137,0.44742,0.92929,0.001505,0.001505,0.001505
77,253.463,0.70063,0.44451,0.88964,0.98067,0.98721,0.99277,0.78778,0.81034,0.44752,0.92358,0.0014984,0.0014984,0.0014984
78,254.849,0.68943,0.43942,0.87657,0.98052,0.99166,0.99336,0.79358,0.79767,0.43876,0.91669,0.0014918,0.0014918,0.0014918
79,256.231,0.6864,0.44031,0.86849,0.97981,0.9895,0.99331,0.79203,0.79848,0.43438,0.91632,0.0014852,0.0014852,0.0014852
80,257.61,0.70487,0.42723,0.8704,0.98402,0.98981,0.993,0.78599,0.80433,0.42849,0.9146,0.0014786,0.0014786,0.0014786
81,258.965,0.68761,0.43607,0.86868,0.97856,0.98888,0.99281,0.79155,0.7992,0.42222,0.91529,0.001472,0.001472,0.001472
82,260.309,0.7076,0.43041,0.87237,0.97978,0.98786,0.99224,0.78907,0.80425,0.41788,0.92326,0.0014654,0.0014654,0.0014654
83,261.722,0.66507,0.42029,0.86989,0.97632,0.98795,0.99222,0.79219,0.79601,0.41276,0.92035,0.0014588,0.0014588,0.0014588
84,263.178,0.6579,0.41655,0.86437,0.98146,0.98127,0.99214,0.78946,0.80328,0.42442,0.91686,0.0014522,0.0014522,0.0014522
85,264.588,0.71963,0.436,0.87802,0.98058,0.98254,0.99131,0.78828,0.80786,0.43274,0.91908,0.0014456,0.0014456,0.0014456
86,265.949,0.66846,0.40925,0.86423,0.98145,0.98043,0.99125,0.78945,0.8001,0.42446,0.91981,0.001439,0.001439,0.001439
87,267.275,0.6821,0.41827,0.87397,0.98327,0.98424,0.99085,0.79192,0.80014,0.42442,0.92175,0.0014324,0.0014324,0.0014324
88,268.663,0.69558,0.42386,0.87273,0.98032,0.98703,0.99164,0.78992,0.79589,0.4188,0.92424,0.0014258,0.0014258,0.0014258
89,270.023,0.67549,0.41521,0.87303,0.98335,0.98536,0.9919,0.79277,0.7911,0.41603,0.92068,0.0014192,0.0014192,0.0014192
90,271.387,0.70115,0.46139,0.88989,0.98148,0.98251,0.99235,0.78954,0.80438,0.41706,0.9231,0.0014126,0.0014126,0.0014126
91,272.82,0.66426,0.42082,0.86882,0.98327,0.98035,0.99288,0.79433,0.78941,0.4172,0.91479,0.001406,0.001406,0.001406
92,274.223,0.68782,0.44701,0.87612,0.9827,0.9861,0.99322,0.78738,0.80491,0.42807,0.91991,0.0013994,0.0013994,0.0013994
93,275.549,0.6984,0.425,0.88039,0.98299,0.98795,0.99345,0.79294,0.79178,0.41126,0.91652,0.0013928,0.0013928,0.0013928
94,276.918,0.71026,0.41748,0.88131,0.98338,0.98735,0.99356,0.79316,0.79008,0.41466,0.91598,0.0013862,0.0013862,0.0013862
95,278.288,0.69749,0.4141,0.88082,0.97801,0.98905,0.99343,0.79217,0.80297,0.41828,0.91809,0.0013796,0.0013796,0.0013796
96,279.651,0.69904,0.42877,0.8729,0.97791,0.98479,0.99314,0.78906,0.79608,0.42263,0.91426,0.001373,0.001373,0.001373
97,281.049,0.719,0.43208,0.86981,0.97316,0.98517,0.99302,0.78419,0.80647,0.42489,0.9174,0.0013664,0.0013664,0.0013664
98,282.438,0.70621,0.42705,0.87195,0.97893,0.97868,0.99272,0.78565,0.79755,0.41526,0.91671,0.0013598,0.0013598,0.0013598
99,283.816,0.64481,0.40398,0.87309,0.98407,0.9759,0.99275,0.78151,0.81688,0.41324,0.92002,0.0013532,0.0013532,0.0013532
100,285.204,0.70635,0.41671,0.88042,0.98272,0.98054,0.99283,0.79266,0.79733,0.39823,0.91722,0.0013466,0.0013466,0.0013466
101,286.597,0.66036,0.40678,0.8643,0.98327,0.98067,0.99308,0.78942,0.79917,0.39629,0.91755,0.00134,0.00134,0.00134
102,287.971,0.68742,0.40814,0.87866,0.98328,0.9811,0.99285,0.78222,0.82159,0.40921,0.92718,0.0013334,0.0013334,0.0013334
103,289.318,0.68655,0.41323,0.88041,0.98241,0.98328,0.99285,0.78085,0.82242,0.41002,0.92597,0.0013268,0.0013268,0.0013268
104,290.703,0.71619,0.44144,0.90268,0.98183,0.98517,0.99208,0.79206,0.78711,0.40097,0.91656,0.0013202,0.0013202,0.0013202
105,292.073,0.66854,0.40678,0.86056,0.98188,0.9861,0.99186,0.79087,0.78815,0.40424,0.91439,0.0013136,0.0013136,0.0013136
106,293.447,0.68775,0.40118,0.87693,0.97801,0.98936,0.99243,0.79159,0.7925,0.4012,0.91646,0.001307,0.001307,0.001307
107,294.849,0.68024,0.40647,0.85542,0.9789,0.98906,0.99257,0.79065,0.79851,0.40951,0.91964,0.0013004,0.0013004,0.0013004
108,296.282,0.69824,0.41003,0.87279,0.98207,0.98795,0.9923,0.78989,0.78454,0.40276,0.91617,0.0012938,0.0012938,0.0012938
109,297.679,0.66968,0.4035,0.86737,0.98261,0.98703,0.99225,0.7901,0.78906,0.39834,0.91754,0.0012872,0.0012872,0.0012872
110,299.128,0.64454,0.39608,0.8621,0.98339,0.9861,0.99207,0.79272,0.79027,0.40379,0.91635,0.0012806,0.0012806,0.0012806
111,300.484,0.64828,0.38737,0.86257,0.98374,0.9861,0.99242,0.79107,0.78684,0.40471,0.91773,0.001274,0.001274,0.001274
112,301.87,0.66873,0.39977,0.87888,0.98415,0.98517,0.99279,0.79027,0.78746,0.39948,0.91613,0.0012674,0.0012674,0.0012674
113,303.22,0.6844,0.42309,0.86273,0.98191,0.9861,0.99288,0.79208,0.78374,0.40326,0.91447,0.0012608,0.0012608,0.0012608
114,304.609,0.63749,0.3987,0.85517,0.98155,0.9863,0.99268,0.79108,0.79132,0.39341,0.91785,0.0012542,0.0012542,0.0012542
115,305.993,0.63775,0.38402,0.86795,0.9806,0.98386,0.99276,0.79636,0.78186,0.38834,0.91464,0.0012476,0.0012476,0.0012476
116,307.408,0.65886,0.39343,0.86683,0.98001,0.98517,0.99273,0.79467,0.79001,0.39782,0.91928,0.001241,0.001241,0.001241
117,308.779,0.65367,0.39157,0.8615,0.98208,0.9861,0.99331,0.79099,0.79962,0.39247,0.92439,0.0012344,0.0012344,0.0012344
118,310.136,0.64313,0.37983,0.86135,0.98011,0.9861,0.99346,0.7926,0.79732,0.39393,0.92197,0.0012278,0.0012278,0.0012278
119,311.495,0.68704,0.3978,0.88324,0.98696,0.9823,0.99354,0.79053,0.79739,0.39361,0.92296,0.0012212,0.0012212,0.0012212
120,312.888,0.67659,0.39315,0.85801,0.98917,0.97961,0.99314,0.79167,0.79415,0.38962,0.92012,0.0012146,0.0012146,0.0012146
121,314.263,0.65656,0.39277,0.85713,0.98603,0.98239,0.99289,0.79319,0.78984,0.3863,0.91836,0.001208,0.001208,0.001208
122,315.686,0.6493,0.38018,0.86163,0.98506,0.98239,0.99339,0.79205,0.79383,0.38226,0.92042,0.0012014,0.0012014,0.0012014
123,317.032,0.62065,0.36767,0.85878,0.986,0.97904,0.99378,0.78838,0.7988,0.38688,0.92289,0.0011948,0.0011948,0.0011948
124,318.436,0.67579,0.38527,0.87172,0.98919,0.97776,0.99397,0.78745,0.80158,0.38779,0.92378,0.0011882,0.0011882,0.0011882
125,319.784,0.67819,0.39569,0.86895,0.98969,0.97829,0.99398,0.78693,0.81104,0.3878,0.92722,0.0011816,0.0011816,0.0011816
126,321.147,0.66729,0.38673,0.86743,0.99054,0.97961,0.99391,0.79098,0.79483,0.38034,0.92321,0.001175,0.001175,0.001175
127,322.51,0.6618,0.38585,0.87657,0.98693,0.97957,0.99385,0.79018,0.79386,0.38245,0.92135,0.0011684,0.0011684,0.0011684
128,323.896,0.64677,0.38688,0.86802,0.98787,0.98121,0.99382,0.79213,0.79616,0.37734,0.92179,0.0011618,0.0011618,0.0011618
129,325.246,0.63003,0.36544,0.86407,0.98769,0.98239,0.99367,0.79315,0.79138,0.37711,0.92057,0.0011552,0.0011552,0.0011552
130,326.679,0.64575,0.37877,0.86542,0.98548,0.98239,0.99364,0.79058,0.80001,0.38027,0.92244,0.0011486,0.0011486,0.0011486
131,328.093,0.6407,0.37842,0.8589,0.98132,0.98517,0.99354,0.79304,0.79267,0.38125,0.92025,0.001142,0.001142,0.001142
132,329.544,0.68923,0.3904,0.87052,0.98115,0.9861,0.99285,0.78862,0.80888,0.38778,0.92562,0.0011354,0.0011354,0.0011354
133,330.897,0.6556,0.37583,0.87199,0.98147,0.9861,0.9922,0.78921,0.79904,0.3891,0.91717,0.0011288,0.0011288,0.0011288
134,332.287,0.65094,0.37954,0.87135,0.97971,0.98445,0.9925,0.79601,0.78317,0.38692,0.91285,0.0011222,0.0011222,0.0011222
135,333.717,0.64079,0.37255,0.86547,0.9824,0.98312,0.99299,0.79651,0.78586,0.3829,0.91367,0.0011156,0.0011156,0.0011156
136,335.139,0.62672,0.37231,0.86834,0.97985,0.99165,0.99374,0.79195,0.79638,0.38149,0.9226,0.001109,0.001109,0.001109
137,336.475,0.6415,0.37701,0.85451,0.98085,0.98703,0.99366,0.78748,0.80387,0.38803,0.92847,0.0011024,0.0011024,0.0011024
138,337.837,0.65035,0.3781,0.85968,0.98331,0.98298,0.99307,0.79305,0.78748,0.38127,0.91919,0.0010958,0.0010958,0.0010958
139,339.173,0.65215,0.38195,0.86032,0.98421,0.98218,0.99253,0.79326,0.7888,0.37802,0.91625,0.0010892,0.0010892,0.0010892
140,340.556,0.63358,0.38812,0.87164,0.97893,0.99045,0.99247,0.79289,0.79235,0.38051,0.92195,0.0010826,0.0010826,0.0010826
141,341.951,0.68632,0.39453,0.87284,0.98441,0.98517,0.9928,0.7923,0.79383,0.37739,0.92463,0.001076,0.001076,0.001076
142,343.322,0.66467,0.38426,0.85896,0.98517,0.98485,0.99281,0.79426,0.78753,0.38649,0.92028,0.0010694,0.0010694,0.0010694
143,344.731,0.63318,0.38097,0.86017,0.98427,0.98591,0.99296,0.79239,0.79198,0.38633,0.91981,0.0010628,0.0010628,0.0010628
144,346.157,0.64232,0.38403,0.85659,0.98329,0.98193,0.99329,0.78814,0.80019,0.38047,0.92089,0.0010562,0.0010562,0.0010562
145,347.569,0.63543,0.36946,0.86755,0.98467,0.98054,0.99354,0.78636,0.80431,0.38354,0.92141,0.0010496,0.0010496,0.0010496
146,348.987,0.63233,0.36851,0.8604,0.98685,0.98239,0.99374,0.78904,0.79837,0.38178,0.91907,0.001043,0.001043,0.001043
147,350.319,0.67065,0.3827,0.86813,0.98788,0.98424,0.99392,0.79036,0.7967,0.37835,0.91951,0.0010364,0.0010364,0.0010364
148,351.704,0.6305,0.37531,0.86473,0.98609,0.98566,0.99396,0.78979,0.79323,0.38042,0.92052,0.0010298,0.0010298,0.0010298
149,353.066,0.63714,0.36725,0.85717,0.98609,0.98541,0.99399,0.79215,0.788,0.37507,0.91866,0.0010232,0.0010232,0.0010232
150,354.404,0.61837,0.36057,0.85403,0.98606,0.98795,0.99429,0.79281,0.79495,0.3735,0.92197,0.0010166,0.0010166,0.0010166
151,355.801,0.65913,0.38364,0.86106,0.98704,0.98845,0.99419,0.7902,0.79504,0.37196,0.92173,0.00101,0.00101,0.00101
152,357.176,0.66874,0.37815,0.86882,0.98675,0.99073,0.99424,0.79249,0.79428,0.3749,0.921,0.0010034,0.0010034,0.0010034
153,358.527,0.66124,0.38024,0.86811,0.98694,0.98981,0.99413,0.79196,0.79584,0.37364,0.92099,0.0009968,0.0009968,0.0009968
154,359.899,0.63231,0.36733,0.85652,0.98701,0.98616,0.9939,0.79408,0.7986,0.3727,0.9213,0.0009902,0.0009902,0.0009902
155,361.281,0.64567,0.37676,0.85889,0.98656,0.9861,0.9937,0.78971,0.80118,0.37064,0.92205,0.0009836,0.0009836,0.0009836
156,362.694,0.6572,0.3717,0.87955,0.98451,0.9861,0.99345,0.785,0.80939,0.37302,0.92242,0.000977,0.000977,0.000977
157,364.099,0.61131,0.35718,0.85865,0.98243,0.98462,0.99355,0.78484,0.80846,0.37614,0.92175,0.0009704,0.0009704,0.0009704
158,365.459,0.64861,0.36928,0.8626,0.98315,0.98424,0.99361,0.78988,0.80001,0.37404,0.92107,0.0009638,0.0009638,0.0009638
159,366.817,0.63032,0.36737,0.84885,0.98332,0.98341,0.99381,0.79231,0.79793,0.3756,0.92064,0.0009572,0.0009572,0.0009572
160,368.172,0.61556,0.35319,0.86252,0.98331,0.98266,0.99333,0.78948,0.8094,0.3781,0.92423,0.0009506,0.0009506,0.0009506
161,369.524,0.64839,0.36426,0.86057,0.98339,0.97868,0.9932,0.78887,0.80847,0.38404,0.92528,0.000944,0.000944,0.000944
162,370.871,0.65862,0.3691,0.85917,0.98144,0.9802,0.99304,0.79221,0.7965,0.37981,0.92299,0.0009374,0.0009374,0.0009374
163,372.216,0.63244,0.36466,0.86341,0.98691,0.97803,0.99315,0.79329,0.78738,0.3735,0.92131,0.0009308,0.0009308,0.0009308
164,373.603,0.63528,0.36105,0.86036,0.98694,0.98071,0.99315,0.79233,0.79624,0.37772,0.92269,0.0009242,0.0009242,0.0009242
165,374.971,0.64369,0.36116,0.85674,0.98693,0.98008,0.99312,0.79203,0.79559,0.37499,0.92215,0.0009176,0.0009176,0.0009176
166,376.359,0.62013,0.38247,0.84745,0.97894,0.99083,0.99327,0.79748,0.79446,0.36736,0.92213,0.000911,0.000911,0.000911
167,377.777,0.63604,0.35942,0.86498,0.98162,0.98988,0.99317,0.7929,0.803,0.37461,0.92467,0.0009044,0.0009044,0.0009044
168,379.145,0.64585,0.36698,0.85671,0.98918,0.98146,0.99337,0.79044,0.80581,0.37136,0.92184,0.0008978,0.0008978,0.0008978
169,380.514,0.64433,0.35761,0.85699,0.9888,0.98189,0.99369,0.79128,0.79953,0.36849,0.9194,0.0008912,0.0008912,0.0008912
170,381.879,0.6101,0.35389,0.84579,0.98746,0.98332,0.99393,0.79069,0.79299,0.36335,0.91893,0.0008846,0.0008846,0.0008846
171,383.24,0.66914,0.36723,0.86399,0.98303,0.98888,0.99402,0.7924,0.79189,0.36145,0.9198,0.000878,0.000878,0.000878
172,384.607,0.62905,0.35535,0.86367,0.98251,0.98926,0.99382,0.79181,0.80007,0.37846,0.92058,0.0008714,0.0008714,0.0008714
173,385.985,0.61121,0.3537,0.85892,0.98429,0.98699,0.99362,0.78867,0.80651,0.37875,0.92331,0.0008648,0.0008648,0.0008648
174,387.332,0.63236,0.36299,0.85301,0.98244,0.98981,0.99352,0.79216,0.79552,0.3682,0.92115,0.0008582,0.0008582,0.0008582
175,388.718,0.6195,0.35395,0.85568,0.97891,0.98941,0.99351,0.79052,0.79347,0.36583,0.92213,0.0008516,0.0008516,0.0008516
176,390.061,0.60972,0.35533,0.85848,0.98246,0.98606,0.99349,0.79016,0.80486,0.36543,0.92516,0.000845,0.000845,0.000845
177,391.416,0.63611,0.36233,0.85983,0.98425,0.98455,0.99359,0.79073,0.79959,0.3645,0.92349,0.0008384,0.0008384,0.0008384
178,392.831,0.61892,0.35359,0.85708,0.98356,0.9861,0.99368,0.79516,0.79064,0.36112,0.92192,0.0008318,0.0008318,0.0008318
179,394.277,0.61965,0.35346,0.85913,0.98175,0.98703,0.99361,0.79398,0.79368,0.35769,0.92158,0.0008252,0.0008252,0.0008252
180,395.774,0.57623,0.34424,0.84382,0.98518,0.98545,0.99335,0.79284,0.79303,0.36039,0.92271,0.0008186,0.0008186,0.0008186
181,397.126,0.63803,0.35728,0.87209,0.9842,0.9861,0.99321,0.79365,0.80239,0.36209,0.92349,0.000812,0.000812,0.000812
182,398.473,0.57805,0.33799,0.84367,0.98173,0.9861,0.99307,0.79534,0.791,0.35992,0.92088,0.0008054,0.0008054,0.0008054
183,399.83,0.60495,0.34383,0.85239,0.9807,0.98873,0.99304,0.79636,0.78898,0.35961,0.92022,0.0007988,0.0007988,0.0007988
184,401.196,0.62708,0.3605,0.85988,0.98028,0.98888,0.99253,0.79355,0.79956,0.36397,0.92187,0.0007922,0.0007922,0.0007922
185,402.546,0.58537,0.34928,0.85402,0.97792,0.98703,0.9923,0.79792,0.79286,0.35951,0.92295,0.0007856,0.0007856,0.0007856
186,403.933,0.60001,0.34401,0.85832,0.98142,0.97885,0.99184,0.79634,0.79293,0.36224,0.92142,0.000779,0.000779,0.000779
187,405.297,0.62306,0.35508,0.85748,0.98149,0.9826,0.99194,0.79284,0.79243,0.36085,0.92036,0.0007724,0.0007724,0.0007724
