epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,1156.49,1.04894,0.53273,0.99321,0.93477,0.93115,0.97737,0.73315,1.1529,0.49753,1.02211,0.0012212,0.0012212,0.0012212
120,1165.22,1.02248,0.52239,0.98005,0.91651,0.94339,0.97596,0.73639,1.08844,0.48122,1.00119,0.0012146,0.0012146,0.0012146
121,1173.46,0.9995,0.51328,0.97689,0.92136,0.93827,0.97529,0.73543,1.11999,0.47697,1.00677,0.001208,0.001208,0.001208
122,1182.18,1.035,0.53501,0.98533,0.91075,0.95166,0.97745,0.74172,1.078,0.47985,0.99491,0.0012014,0.0012014,0.0012014
123,1190.5,1.03685,0.5216,0.98956,0.91709,0.93979,0.97568,0.74033,1.09239,0.48022,0.9983,0.0011948,0.0011948,0.0011948
124,1199.11,1.02407,0.5254,0.98089,0.91713,0.94564,0.97597,0.73188,1.13713,0.48865,1.01362,0.0011882,0.0011882,0.0011882
125,1207.37,1.03396,0.51948,0.98371,0.9081,0.96018,0.97827,0.74293,1.09926,0.47238,0.99806,0.0011816,0.0011816,0.0011816
126,1215.96,1.04118,0.52425,0.98702,0.93146,0.93213,0.97796,0.74021,1.07616,0.4729,0.99522,0.001175,0.001175,0.001175
127,1224.39,1.04011,0.52535,0.98098,0.91852,0.94434,0.97555,0.73809,1.12151,0.48799,1.00384,0.0011684,0.0011684,0.0011684
128,1232.99,1.037,0.52503,0.98402,0.90959,0.9502,0.97617,0.73739,1.12464,0.49018,1.0078,0.0011618,0.0011618,0.0011618
129,1241.28,1.03771,0.52684,0.98027,0.91908,0.94824,0.97649,0.73893,1.10839,0.47593,0.99936,0.0011552,0.0011552,0.0011552
130,1249.88,1.02718,0.51856,0.97515,0.91148,0.95264,0.97424,0.73338,1.14624,0.49116,1.01542,0.0011486,0.0011486,0.0011486
131,1258.26,1.00726,0.51209,0.97215,0.92256,0.94531,0.97532,0.73651,1.15437,0.48421,1.02246,0.001142,0.001142,0.001142
132,1266.81,1.02328,0.51188,0.97943,0.92062,0.93799,0.97678,0.73788,1.12005,0.47329,1.00534,0.0011354,0.0011354,0.0011354
133,1275.26,1.00916,0.50641,0.97629,0.9234,0.94173,0.9771,0.73635,1.1246,0.4701,1.01371,0.0011288,0.0011288,0.0011288
134,1283.95,1.0264,0.51761,0.97959,0.92429,0.94188,0.97872,0.74324,1.09456,0.47396,0.99827,0.0011222,0.0011222,0.0011222
135,1292.35,1.02989,0.5146,0.98008,0.91262,0.95508,0.97805,0.73126,1.16906,0.4885,1.03358,0.0011156,0.0011156,0.0011156
136,1300.8,1.03127,0.51278,0.98693,0.91793,0.94484,0.97748,0.72966,1.10725,0.47669,1.00203,0.001109,0.001109,0.001109
137,1309.15,1.03835,0.52542,0.98361,0.91921,0.94092,0.97709,0.73254,1.1423,0.47727,1.01468,0.0011024,0.0011024,0.0011024
138,1317.63,1.02117,0.51835,0.97574,0.9235,0.94907,0.97957,0.7401,1.09836,0.46222,1.00046,0.0010958,0.0010958,0.0010958
139,1326.08,1.02693,0.51428,0.98364,0.92475,0.94141,0.97665,0.74083,1.13081,0.47152,1.01385,0.0010892,0.0010892,0.0010892
140,1334.52,1.02806,0.51744,0.97957,0.91657,0.9458,0.97443,0.74379,1.14781,0.4909,1.01709,0.0010826,0.0010826,0.0010826
141,1342.97,1.01729,0.51416,0.97327,0.91411,0.95614,0.97692,0.74309,1.0952,0.46728,1.00131,0.001076,0.001076,0.001076
142,1351.54,1.02064,0.51234,0.97219,0.92692,0.9351,0.97762,0.73835,1.13715,0.46911,1.01003,0.0010694,0.0010694,0.0010694
143,1360.11,1.00596,0.50121,0.97165,0.91229,0.95215,0.97731,0.74688,1.09889,0.47085,0.99614,0.0010628,0.0010628,0.0010628
144,1368.51,1.01518,0.5019,0.9801,0.91498,0.94824,0.97763,0.74807,1.09358,0.47064,1.00105,0.0010562,0.0010562,0.0010562
145,1377.17,0.99411,0.49395,0.96827,0.92646,0.93604,0.97613,0.73735,1.13474,0.47586,1.01484,0.0010496,0.0010496,0.0010496
